No,Player,G,Min,Pts,Reb,Ast,Stl,Blk,To,Pf,Dreb,Oreb,Fgm-a,Pct,3gm-a,Pct,Ftm-a,Pct,eff
471,D. House,1,0.8,0,1,0,0,0,0,0,1,0,0.0-0.0,-,0.0-0.0,-,0.0-0.0,-,1
472,L. Sanders,5,2.5,0.8,0.8,0,0.2,0.2,0.4,1,0.2,0.6,0.2-0.8,0.25,0.0-0.0,-,0.4-0.4,1,1
473,C. Wilcox,22,4.9,1,0.5,0.5,0.1,0,0.3,0.4,0.4,0.2,0.4-1.4,0.258,0.1-0.7,0.2,0.1-0.1,1,0.9
474,K. Wiltjer,14,3.1,0.9,0.7,0.1,0.2,0.1,0.4,0.3,0.4,0.3,0.3-1.0,0.286,0.3-0.9,0.308,0.1-0.1,0.5,0.9
475,M. Harris,4,6.2,2,2.3,0.5,0,0,0.5,0.3,1.5,0.8,0.8-3.8,0.2,0.0-0.5,-,0.5-1.0,0.5,0.8
476,D. Stone,7,3.5,1.4,0.9,0,0,0.1,0.3,0.7,0.7,0.1,0.4-1.9,0.231,0.0-0.0,-,0.6-0.6,1,0.7
477,G. Niang,23,4,0.9,0.7,0.2,0.1,0,0.2,0.3,0.7,0.1,0.4-1.6,0.25,0.0-0.5,0.083,0.1-0.1,1,0.6
478,E. Millsap,2,11.6,1.5,3,0.5,0,0,1,1,1.5,1.5,0.5-3.5,0.143,0.0-1.0,-,0.5-1.0,0.5,0.5
479,J. Lucas III,5,2.1,0.4,0,0.2,0.4,0,0,0,0,0,0.2-0.8,0.25,0.0-0.2,-,0.0-0.0,-,0.4
480,S. Novak,8,2.7,0.6,0.4,0,0,0,0,0.1,0.4,0,0.3-0.9,0.286,0.1-0.8,0.167,0.0-0.0,-,0.4
481,A. Harrison,5,3.3,0.2,0.6,0.6,0,0,0,0.4,0.6,0,0.0-0.8,-,0.0-0.4,-,0.2-0.4,0.5,0.4
482,R. Hunter,3,3.1,0,0.3,0,0,0,0,0,0.3,0,0.0-0.3,-,0.0-0.3,-,0.0-0.0,-,0
483,M. Gbinije,9,3.5,0.4,0.3,0.2,0,0,0,0.2,0.1,0.2,0.1-1.1,0.1,0.0-0.4,-,0.2-0.2,1,0
484,G. Neal,2,9.2,2,0.5,0.5,0,0,0,0.5,0.5,0,0.0-3.5,-,0.0-1.0,-,2.0-2.0,1,-0.5
485,P. Garino,5,8.6,0,1.4,0,0,0,0.6,0.8,1.2,0.2,0.0-1.4,-,0.0-1.0,-,0.0-0.0,-,-0.6
486,B. Bentil,3,3.3,0,0.7,0,0,0,0.3,0.3,0.7,0,0.0-1.0,-,0.0-0.3,-,0.0-0.0,-,-0.7
